moisture,temperature,ec,pH,nitrogen,phosphorous,potassium,growth_stages,urea_status,nps_status,urea_dose,nps_dose
35.5,37.0,0.062,5.6,0.6,3.6,29.4,Vegetative,Deficient,Deficient,25.209,1.256
28.2,30.9,0.578,3.9,0.0,0.6,33.0,Vegetative,Deficient,Deficient,0.534,0.066
34.1,36.2,0.641,5.6,1.2,4.8,33.0,Vegetative,Deficient,Balanced,20.612,0.0
22.8,30.7,0.493,5.4,0.6,1.2,0.6,Vegetative,Deficient,Deficient,15.674,4.308
19.2,35.5,0.447,4.2,1.8,1.8,20.4,Vegetative,Deficient,Deficient,1.308,0.144
19.3,29.0,0.771,4.9,2.4,2.4,37.2,Vegetative,Deficient,Deficient,5.993,0.794
28.4,37.4,0.787,7.2,3.0,3.0,39.6,Vegetative,Deficient,Deficient,16.972,2.606
22.2,29.9,0.215,8.0,0.0,3.0,4.2,Vegetative,Deficient,Deficient,3.833,0.818
32.6,36.0,0.731,6.8,3.6,4.2,40.2,Vegetative,Deficient,Balanced,27.148,0.0
27.6,30.2,0.574,6.5,3.0,2.4,11.4,Vegetative,Deficient,Deficient,29.917,6.368
28.9,37.0,0.123,8.6,4.8,0.6,22.2,Vegetative,Deficient,Deficient,0.192,0.482
32.6,31.3,0.305,4.9,3.0,4.2,28.8,Vegetative,Deficient,Balanced,7.391,0.0
31.8,33.4,0.338,8.6,1.2,2.4,27.0,Vegetative,Deficient,Deficient,0.331,0.222
18.7,35.3,0.407,6.3,2.4,2.4,3.0,Vegetative,Deficient,Deficient,31.913,6.572
33.2,31.3,0.356,7.4,5.4,3.0,37.8,Vegetative,Deficient,Deficient,12.945,2.406
27.1,32.2,,6.2,0.6,3.6,31.2,Vegetative,Deficient,Deficient,54.565,3.068
33.2,32.0,0.582,5.1,3.6,1.2,9.6,Vegetative,Deficient,Deficient,8.485,2.317
35.4,31.1,0.003,5.5,4.2,4.8,22.8,Vegetative,Deficient,Balanced,20.172,0.0
17.3,35.2,0.188,5.0,2.4,0.6,21.6,Vegetative,Deficient,Deficient,8.462,2.553
28.3,34.6,0.115,7.3,1.8,0.6,4.2,Vegetative,Deficient,Deficient,16.991,9.18
33.0,32.9,0.513,4.9,4.2,4.8,45.0,Vegetative,Deficient,Balanced,6.53,0.0
21.6,30.4,0.702,8.1,5.4,2.4,11.4,Vegetative,Deficient,Deficient,1.708,0.818
16.4,30.9,0.053,3.7,0.0,0.0,23.4,Vegetative,Deficient,Deficient,0.328,0.039
16.4,32.5,0.01,4.9,5.4,1.2,1.8,Vegetative,Deficient,Deficient,6.571,1.753
21.2,31.7,0.426,7.1,1.8,1.2,22.8,Vegetative,Deficient,Deficient,21.45,8.577
24.3,30.4,0.054,4.8,3.0,4.2,4.2,Vegetative,Deficient,Balanced,6.51,0.0
34.3,36.2,0.337,3.2,1.8,3.6,38.4,Vegetative,Deficient,Balanced,0.045,0.0
25.5,30.4,0.423,5.4,4.2,4.2,39.6,Vegetative,Deficient,Balanced,15.534,0.0
15.9,31.3,0.246,6.0,1.8,0.6,15.0,Vegetative,Deficient,Deficient,27.937,11.961
15.9,31.6,0.16,4.7,4.8,2.4,29.4,Vegetative,Deficient,Deficient,4.474,0.585
25.9,30.2,0.012,7.4,4.8,4.8,15.0,Vegetative,Deficient,Balanced,15.908,0.0
20.1,30.1,0.124,5.2,1.8,3.6,4.8,Vegetative,Deficient,Deficient,13.776,0.621
20.0,35.3,0.131,6.9,3.0,4.2,30.0,Vegetative,Deficient,Balanced,32.197,0.0
19.8,32.4,0.022,6.6,4.2,4.2,34.2,Vegetative,Deficient,Balanced,36.827,0.0
19.7,36.6,0.176,3.6,2.4,0.0,0.6,Vegetative,Deficient,Deficient,0.203,0.024
25.3,33.4,0.337,8.2,4.2,0.6,39.0,Vegetative,Deficient,Deficient,1.161,1.476
32.8,34.0,0.525,5.0,2.4,0.6,38.4,Vegetative,Deficient,Deficient,7.534,2.273
29.9,31.4,0.558,4.3,1.8,6.0,12.0,Vegetative,Deficient,Balanced,1.731,0.0
34.5,31.3,0.103,3.6,3.0,0.6,35.4,Vegetative,Deficient,Deficient,0.204,0.021
34.8,32.2,0.173,8.7,0.0,2.4,8.4,Vegetative,Deficient,Deficient,0.232,0.167
30.0,34.3,0.736,8.2,4.2,3.0,18.6,Vegetative,Deficient,Deficient,1.348,0.409
31.8,31.7,0.169,5.2,1.2,3.0,18.0,Vegetative,Deficient,Deficient,13.634,1.285
30.0,29.2,0.019,6.0,6.0,4.2,40.2,Vegetative,Deficient,Balanced,29.471,0.0
25.5,33.8,0.34,4.8,3.0,6.0,18.0,Vegetative,Deficient,Balanced,5.958,0.0
15.5,36.2,0.636,8.4,4.8,6.0,1.8,Vegetative,Deficient,Balanced,0.74,0.0
24.7,30.5,0.209,8.6,6.0,0.0,29.4,Vegetative,Deficient,Deficient,0.135,0.549
23.3,33.1,0.122,8.0,4.2,0.6,7.2,Vegetative,Deficient,Deficient,2.565,2.604
35.2,36.2,0.075,3.7,1.8,2.4,9.0,Vegetative,Deficient,Deficient,0.313,0.016
16.3,33.2,0.152,4.5,2.4,6.0,16.8,Vegetative,Deficient,Balanced,3.266,0.0
22.2,30.4,0.048,8.5,6.0,4.8,7.8,Vegetative,Deficient,Balanced,0.576,0.0
33.1,34.1,0.761,5.8,4.2,3.6,28.2,Vegetative,Deficient,Deficient,20.648,1.256
27.2,36.7,0.564,6.3,3.6,0.6,28.8,Vegetative,Deficient,Deficient,25.907,12.586
16.0,35.7,0.414,6.7,4.2,4.8,42.0,Vegetative,Deficient,Balanced,31.575,0.0
15.2,37.2,0.078,8.9,5.4,6.0,15.0,Vegetative,Deficient,Balanced,0.097,0.0
31.4,32.9,0.442,7.8,3.6,3.6,6.0,Vegetative,Deficient,Deficient,5.721,0.559
34.4,36.8,0.082,7.6,3.0,1.8,8.4,Vegetative,Deficient,Deficient,9.564,3.928
16.3,33.6,0.625,3.6,2.4,0.6,40.2,Vegetative,Deficient,Deficient,0.174,0.018
25.1,32.5,0.31,4.4,3.0,1.2,12.6,Vegetative,Deficient,Deficient,2.199,0.377
16.2,29.6,0.754,5.4,3.0,1.2,39.0,Vegetative,Deficient,Deficient,12.707,3.873
23.3,35.8,0.579,9.0,3.6,0.6,39.0,Vegetative,Deficient,Deficient,0.013,0.098
16.5,36.1,0.676,3.8,4.8,3.0,38.4,Vegetative,Deficient,Deficient,0.316,0.013
15.2,31.0,0.616,3.7,0.6,3.6,28.2,Vegetative,Deficient,Deficient,0.276,0.004
26.3,37.2,0.102,6.6,3.0,0.6,38.4,Vegetative,Deficient,Deficient,31.616,15.074
17.3,31.6,0.205,6.1,3.0,5.4,34.8,Vegetative,Deficient,Balanced,33.58,0.0
22.2,29.2,0.57,8.3,2.4,1.2,34.2,Vegetative,Deficient,Deficient,0.87,0.856
32.1,35.8,0.485,8.4,4.8,1.8,11.4,Vegetative,Deficient,Deficient,0.567,0.528
24.5,30.8,0.024,8.4,3.6,5.4,40.8,Vegetative,Deficient,Balanced,0.958,0.0
25.5,37.2,0.031,7.1,4.2,4.8,18.0,Vegetative,Deficient,Balanced,25.703,0.0
26.9,33.9,0.382,7.7,2.4,1.8,1.2,Vegetative,Deficient,Deficient,7.006,2.984
26.8,31.6,0.354,5.6,4.2,4.8,40.8,Vegetative,Deficient,Balanced,20.373,0.0
32.3,35.7,0.231,5.3,4.2,1.8,27.6,Vegetative,Deficient,Deficient,13.085,3.138
,,,,,,,Vegetative,Balanced,Balanced,0.0,0.0
54.7,25.7,0.791,6.7,2.4,32.4,15.0,Flowering,Deficient,Balanced,15.957,0.0
60.0,26.3,0.068,4.0,6.0,10.8,5.4,Flowering,Deficient,Balanced,0.337,0.0
77.7,24.3,1.441,8.8,4.8,47.4,12.6,Flowering,Deficient,Balanced,0.044,0.0
48.5,21.1,0.545,3.3,5.4,10.8,1.8,Flowering,Deficient,Balanced,0.026,0.0
49.9,21.5,0.757,7.5,3.0,52.2,4.2,Flowering,Deficient,Balanced,5.819,0.0
51.1,21.3,0.449,7.2,5.4,51.6,3.0,Flowering,Deficient,Balanced,9.075,0.0
60.6,20.0,0.439,6.5,2.4,18.6,11.4,Flowering,Deficient,Balanced,19.17,0.0
44.3,20.5,1.469,8.3,5.4,21.0,0.6,Flowering,Deficient,Balanced,0.333,0.0
73.1,26.7,1.308,3.5,4.2,38.4,6.0,Flowering,Deficient,Balanced,0.043,0.0
51.9,24.3,0.059,4.3,1.2,40.2,1.2,Flowering,Deficient,Balanced,1.186,0.0
56.1,22.9,1.139,3.7,2.4,56.4,4.2,Flowering,Deficient,Balanced,0.111,0.0
65.9,19.7,0.622,3.3,3.6,35.4,14.4,Flowering,Deficient,Balanced,0.029,0.0
30.8,24.4,1.383,5.9,0.6,58.8,12.6,Flowering,Deficient,Balanced,11.044,0.0
62.1,22.8,0.313,8.5,0.0,5.4,11.4,Flowering,Deficient,Balanced,0.397,0.0
70.1,22.1,0.003,6.6,3.0,22.2,5.4,Flowering,Deficient,Balanced,20.827,0.0
33.1,25.2,0.419,8.3,0.6,34.8,3.0,Flowering,Deficient,Balanced,0.8,0.0
48.0,20.8,1.209,5.0,3.6,41.4,2.4,Flowering,Deficient,Balanced,3.072,0.0
72.6,22.0,0.244,6.9,3.6,52.2,13.2,Flowering,Deficient,Balanced,15.894,0.0
34.1,22.9,0.773,7.1,5.4,57.0,7.2,Flowering,Deficient,Balanced,9.091,0.0
70.2,20.1,0.281,5.3,1.2,47.4,2.4,Flowering,Deficient,Balanced,9.044,0.0
66.8,21.1,0.091,3.3,1.8,48.6,14.4,Flowering,Deficient,Balanced,0.04,0.0
45.2,25.6,1.211,7.9,2.4,37.8,9.0,Flowering,Deficient,Balanced,1.823,0.0
63.8,22.4,0.809,3.3,6.0,3.0,4.8,Flowering,Deficient,Deficient,0.021,0.001
53.9,24.1,0.902,5.4,3.6,24.6,1.2,Flowering,Deficient,Balanced,6.834,0.0
50.7,21.8,0.537,8.3,3.0,15.0,12.6,Flowering,Deficient,Balanced,0.648,0.0
36.0,19.9,0.428,4.6,4.2,16.2,9.6,Flowering,Deficient,Balanced,1.803,0.0
59.3,24.4,0.514,6.4,4.2,14.4,0.6,Flowering,Deficient,Balanced,16.12,0.0
55.4,26.8,1.288,6.2,2.4,0.0,7.8,Flowering,Deficient,Deficient,8.08,9.985
35.9,21.9,0.725,5.2,4.2,52.2,6.0,Flowering,Deficient,Balanced,5.245,0.0
75.3,26.3,0.209,3.5,0.6,7.2,5.4,Flowering,Deficient,Balanced,0.09,0.0
64.5,23.7,0.04,7.7,3.0,16.8,10.8,Flowering,Deficient,Balanced,4.792,0.0
62.5,22.1,0.977,8.6,1.2,52.8,6.0,Flowering,Deficient,Balanced,0.184,0.0
60.1,26.3,1.489,3.9,5.4,18.6,4.8,Flowering,Deficient,Balanced,0.138,0.0
53.3,21.5,0.757,8.3,4.8,4.8,15.0,Flowering,Deficient,Balanced,0.511,0.0
71.6,23.6,1.491,7.8,1.8,20.4,13.2,Flowering,Deficient,Balanced,2.126,0.0
51.2,23.6,0.194,8.3,4.8,10.2,9.6,Flowering,Deficient,Balanced,0.631,0.0
50.7,25.8,0.5,5.5,4.2,36.6,11.4,Flowering,Deficient,Balanced,8.795,0.0
40.6,19.9,0.969,6.3,2.4,41.4,12.6,Flowering,Deficient,Balanced,14.915,0.0
50.9,26.3,0.594,5.1,2.4,21.0,12.0,Flowering,Deficient,Balanced,5.389,0.0
52.6,23.9,0.354,6.0,0.0,6.0,1.8,Flowering,Deficient,Balanced,19.863,0.0
70.4,24.3,0.587,7.3,0.0,9.6,9.0,Flowering,Deficient,Balanced,11.065,0.0
41.4,22.1,1.378,7.1,1.2,1.2,10.8,Flowering,Deficient,Deficient,6.961,5.452
74.0,22.6,1.019,3.6,0.6,1.2,9.0,Flowering,Deficient,Deficient,0.089,0.012
73.8,24.8,0.341,7.9,0.6,41.4,0.6,Flowering,Deficient,Balanced,3.034,0.0
57.0,21.6,0.778,4.3,4.2,40.2,13.2,Flowering,Deficient,Balanced,0.733,0.0
39.5,26.7,0.981,8.4,4.8,59.4,5.4,Flowering,Deficient,Balanced,0.316,0.0
56.0,23.4,0.831,4.9,4.8,12.0,6.0,Flowering,Deficient,Balanced,2.779,0.0
45.3,23.3,0.398,3.8,4.2,57.6,5.4,Flowering,Deficient,Balanced,0.188,0.0
60.4,19.2,0.423,8.9,1.2,8.4,7.8,Flowering,Deficient,Balanced,0.059,0.0
64.6,20.9,0.582,7.5,4.8,61.8,2.4,Flowering,Deficient,Balanced,5.41,0.0
63.9,19.3,0.609,5.3,5.4,52.8,14.4,Flowering,Deficient,Balanced,5.784,0.0
31.5,25.1,0.386,5.5,3.6,31.8,3.6,Flowering,Deficient,Balanced,9.625,0.0
48.8,26.3,1.289,6.9,5.4,25.8,1.2,Flowering,Deficient,Balanced,8.58,0.0
66.3,19.5,0.017,7.6,2.4,52.8,10.8,Flowering,Deficient,Balanced,6.374,0.0
77.5,23.1,1.273,7.5,6.0,36.0,6.6,Flowering,Deficient,Balanced,3.471,0.0
52.3,21.7,1.289,6.0,2.4,34.8,13.8,Flowering,Deficient,Balanced,11.05,0.0
35.1,20.8,1.494,4.7,3.0,19.8,9.0,Flowering,Deficient,Balanced,1.477,0.0
61.6,23.3,0.782,6.7,4.8,45.0,12.6,Flowering,Deficient,Balanced,13.245,0.0
50.5,20.4,0.555,8.9,4.8,8.4,12.6,Flowering,Deficient,Balanced,0.043,0.0
47.6,22.1,1.037,6.3,0.6,18.6,9.6,Flowering,Deficient,Balanced,16.289,0.0
75.0,19.4,1.447,7.2,5.4,61.8,0.0,Flowering,Deficient,Balanced,5.58,0.0
43.2,19.3,1.481,4.5,2.4,27.0,8.4,Flowering,Deficient,Balanced,0.974,0.0
33.7,22.3,0.09,4.0,1.2,1.2,10.8,Flowering,Deficient,Deficient,0.453,0.096
71.3,24.3,1.008,6.9,4.2,35.4,2.4,Flowering,Deficient,Balanced,11.08,0.0
48.8,24.3,0.036,4.3,1.8,44.4,11.4,Flowering,Deficient,Balanced,1.146,0.0
78.7,23.2,0.293,7.8,4.8,51.6,9.6,Flowering,Deficient,Balanced,2.972,0.0
40.4,23.8,0.854,8.8,4.8,53.4,6.6,Flowering,Deficient,Balanced,0.06,0.0
65.8,20.5,0.637,6.5,1.2,33.0,14.4,Flowering,Deficient,Balanced,19.296,0.0
64.5,26.1,1.4,8.7,3.6,1.2,9.6,Flowering,Deficient,Deficient,0.012,0.162
72.8,21.0,1.322,8.3,1.8,35.4,3.6,Flowering,Deficient,Balanced,0.484,0.0
45.1,25.1,0.239,8.5,1.2,37.8,12.0,Flowering,Deficient,Balanced,0.376,0.0
47.6,24.4,0.174,8.0,0.6,21.6,6.6,Flowering,Deficient,Balanced,2.382,0.0
36.8,26.5,0.666,6.0,6.0,31.2,5.4,Flowering,Deficient,Balanced,11.128,0.0
56.5,25.2,0.527,3.1,4.2,51.0,9.0,Flowering,Deficient,Balanced,0.013,0.0
75.1,26.3,0.674,5.0,6.0,30.6,9.6,Flowering,Deficient,Balanced,3.227,0.0
68.9,20.5,1.218,7.2,4.2,9.6,6.6,Flowering,Deficient,Balanced,7.082,0.0
75.6,23.7,0.509,5.1,3.0,25.2,11.4,Flowering,Deficient,Balanced,5.329,0.0
37.9,23.7,1.489,7.2,3.6,40.8,4.2,Flowering,Deficient,Balanced,6.34,0.0
33.8,25.4,1.459,7.0,3.0,34.8,1.2,Flowering,Deficient,Balanced,8.642,0.0
78.5,20.7,0.968,8.5,4.2,25.2,11.4,Flowering,Deficient,Balanced,0.225,0.0
74.5,21.6,1.061,7.8,1.2,27.6,7.2,Flowering,Deficient,Balanced,2.827,0.0
57.4,21.7,0.198,6.4,1.2,7.8,1.8,Flowering,Deficient,Balanced,22.449,0.0
47.7,26.0,0.429,7.2,5.4,20.4,6.6,Flowering,Deficient,Balanced,9.142,0.0
47.0,26.8,0.93,6.6,4.2,7.2,12.0,Flowering,Deficient,Balanced,13.418,0.0
50.9,25.1,0.229,7.3,0.0,2.4,3.0,Flowering,Deficient,Deficient,10.768,4.366
49.9,25.8,0.356,8.0,1.8,9.0,8.4,Flowering,Deficient,Balanced,2.073,0.0
70.8,23.7,0.425,8.8,2.4,24.0,4.2,Flowering,Deficient,Balanced,0.087,0.0
67.8,19.9,1.242,6.0,2.4,28.8,10.2,Flowering,Deficient,Balanced,11.348,0.0
44.8,26.3,0.709,6.0,1.2,52.8,7.2,Flowering,Deficient,Balanced,16.045,0.0
39.0,20.8,1.345,4.3,1.2,60.0,1.2,Flowering,Deficient,Balanced,0.684,0.0
61.5,26.2,0.37,3.0,3.6,30.6,6.0,Flowering,Deficient,Balanced,0.009,0.0
79.8,24.3,0.26,4.9,1.2,13.8,9.6,Flowering,Deficient,Balanced,4.561,0.0
47.3,20.4,0.124,6.2,4.8,42.6,9.0,Flowering,Deficient,Balanced,16.623,0.0
47.7,20.3,1.299,7.7,0.6,48.6,3.6,Flowering,Deficient,Balanced,3.333,0.0
76.9,20.6,0.085,5.6,6.0,56.4,0.6,Flowering,Deficient,Balanced,9.65,0.0
45.4,26.7,1.255,6.8,3.0,49.8,7.2,Flowering,Deficient,Balanced,11.472,0.0
72.8,23.7,0.521,5.5,1.2,61.2,2.4,Flowering,Deficient,Balanced,10.898,0.0
47.5,24.8,1.136,4.4,5.4,19.2,0.6,Flowering,Deficient,Balanced,0.723,0.0
76.6,22.9,0.34,5.3,1.8,27.6,6.6,Flowering,Deficient,Balanced,8.514,0.0
68.6,21.8,0.756,7.5,1.8,10.2,14.4,Flowering,Deficient,Balanced,6.349,0.0
74.3,26.1,0.9,7.4,1.2,49.2,13.2,Fruiting,Deficient,Balanced,4.145,0.0
55.2,23.5,0.682,8.7,1.2,1.8,15.0,Fruiting,Balanced,Deficient,0.0,0.516
45.5,21.9,1.234,8.0,0.6,34.8,1.2,Fruiting,Deficient,Balanced,0.86,0.0
79.7,26.5,0.3,8.7,5.4,22.2,4.8,Fruiting,Deficient,Balanced,0.043,0.0
78.5,24.3,1.19,6.0,1.2,49.2,10.8,Fruiting,Deficient,Balanced,6.999,0.0
54.5,20.4,1.25,4.9,0.6,22.8,14.4,Fruiting,Deficient,Balanced,1.744,0.0
70.4,23.3,0.501,5.4,0.0,25.8,4.8,Fruiting,Deficient,Balanced,6.089,0.0
72.2,21.4,1.095,6.4,5.4,61.8,7.8,Fruiting,Deficient,Balanced,4.219,0.0
58.1,23.1,0.287,6.0,1.8,56.4,7.2,Fruiting,Deficient,Balanced,9.627,0.0
,20.6,0.375,3.2,0.6,43.8,8.4,Fruiting,Deficient,Balanced,0.015,0.0
70.6,21.0,0.676,3.8,2.4,39.0,3.6,Fruiting,Deficient,Balanced,0.1,0.0
76.7,22.1,0.397,6.5,0.6,41.4,3.0,Fruiting,Deficient,Balanced,12.505,0.0
33.9,22.3,0.351,4.5,0.6,48.6,3.6,Fruiting,Deficient,Balanced,1.076,0.0
40.7,21.3,1.308,5.9,5.4,48.6,5.4,Fruiting,Deficient,Balanced,3.023,0.0
57.4,25.3,0.921,6.9,3.6,47.4,13.2,Fruiting,Deficient,Balanced,5.662,0.0
56.3,25.2,0.453,8.3,2.4,25.2,3.6,Fruiting,Deficient,Balanced,0.358,0.0
38.3,19.3,0.605,4.3,2.4,31.2,10.8,Fruiting,Deficient,Balanced,0.465,0.0
51.2,19.1,0.7,5.1,1.2,24.6,13.2,Fruiting,Deficient,Balanced,3.091,0.0
63.0,23.5,0.652,8.6,3.0,19.2,0.6,Fruiting,Deficient,Balanced,0.092,0.0
74.6,19.4,0.799,5.8,0.6,46.2,13.2,Fruiting,Deficient,Balanced,7.865,0.0
31.0,23.2,0.738,4.8,4.8,42.6,1.8,Fruiting,Deficient,Balanced,0.97,0.0
33.4,21.3,0.315,7.9,0.6,20.4,9.6,Fruiting,Deficient,Balanced,1.741,0.0
63.5,22.2,0.517,6.5,5.4,47.4,10.8,Fruiting,Deficient,Balanced,5.512,0.0
35.9,24.6,0.262,7.4,6.0,1.2,4.8,Fruiting,Balanced,Deficient,0.0,15.366
75.7,23.8,1.193,6.6,2.4,47.4,4.8,Fruiting,Deficient,Balanced,6.904,0.0
35.1,20.6,0.069,3.5,1.2,12.0,0.0,Fruiting,Deficient,Balanced,0.05,0.0
52.0,23.1,0.792,4.2,3.6,54.6,7.8,Fruiting,Deficient,Balanced,0.27,0.0
57.6,22.5,0.132,6.5,4.2,22.2,8.4,Fruiting,Deficient,Balanced,8.115,0.0
67.6,22.4,1.141,6.6,1.8,34.8,4.8,Fruiting,Deficient,Balanced,7.701,0.0
56.2,21.9,0.043,4.9,4.2,15.0,5.4,Fruiting,Deficient,Balanced,1.714,0.0
76.2,23.3,0.344,7.3,0.6,42.0,10.8,Fruiting,Deficient,Balanced,6.629,0.0
33.4,20.2,1.047,3.8,4.2,8.4,6.0,Fruiting,Deficient,Balanced,0.062,0.0
32.0,21.5,0.452,8.3,2.4,55.8,12.6,Fruiting,Deficient,Balanced,0.359,0.0
45.1,20.3,0.179,7.6,6.0,32.4,13.8,Fruiting,Deficient,Balanced,1.537,0.0
56.7,20.9,0.712,6.2,0.0,52.8,7.8,Fruiting,Deficient,Balanced,11.165,0.0
46.7,26.4,0.708,7.6,1.2,3.0,6.0,Fruiting,Deficient,Deficient,0.073,7.098
55.5,23.9,1.436,3.9,1.8,59.4,2.4,Fruiting,Deficient,Balanced,0.101,0.0
41.5,23.1,1.016,5.6,4.2,32.4,4.8,Fruiting,Deficient,Balanced,3.466,0.0
34.9,21.1,0.908,5.9,4.8,33.0,14.4,Fruiting,Deficient,Balanced,4.279,0.0
77.2,26.1,1.306,8.7,3.6,32.4,7.8,Fruiting,Deficient,Balanced,0.039,0.0
78.0,19.4,1.026,8.1,4.8,48.6,4.2,Fruiting,Deficient,Balanced,0.37,0.0
48.9,23.3,0.946,4.9,4.2,33.0,14.4,Fruiting,Deficient,Balanced,1.218,0.0
52.3,27.0,1.399,7.5,1.2,45.6,15.0,Fruiting,Deficient,Balanced,2.612,0.0
42.1,22.9,0.525,8.0,1.8,36.0,5.4,Fruiting,Deficient,Balanced,1.039,0.0
59.1,26.7,0.994,3.4,4.8,24.0,8.4,Fruiting,Deficient,Balanced,0.014,0.0
40.8,24.5,0.725,5.7,1.2,46.8,0.0,Fruiting,Deficient,Balanced,6.908,0.0
61.7,22.4,1.038,6.4,3.6,56.4,13.2,Fruiting,Deficient,Balanced,6.252,0.0
63.5,20.3,1.453,6.9,6.0,15.6,1.2,Fruiting,Deficient,Balanced,2.512,0.0
77.2,24.0,0.321,5.3,6.0,40.8,13.8,Fruiting,Deficient,Balanced,2.075,0.0
37.7,25.2,0.838,5.7,3.6,6.0,8.4,Fruiting,Deficient,Deficient,2.798,4.529
68.7,24.6,0.838,8.0,6.0,31.2,4.8,Fruiting,Deficient,Balanced,0.414,0.0
60.3,21.3,0.154,7.5,4.8,31.2,6.0,Fruiting,Deficient,Balanced,2.577,0.0
65.0,23.1,0.437,7.0,6.0,3.0,9.6,Fruiting,Balanced,Deficient,0.0,16.724
59.2,22.7,0.784,3.9,1.8,25.2,12.6,Fruiting,Deficient,Balanced,0.143,0.0
58.0,20.8,0.509,8.2,5.4,9.6,0.6,Fruiting,Deficient,Balanced,0.29,0.0
44.1,22.7,0.734,5.4,1.2,57.0,10.2,Fruiting,Deficient,Balanced,4.84,0.0
67.3,20.9,0.773,8.2,3.6,47.4,11.4,Fruiting,Deficient,Balanced,0.374,0.0
48.2,26.7,0.71,6.5,1.8,17.4,4.8,Fruiting,Deficient,Balanced,9.575,0.0
65.9,22.4,0.44,4.9,1.8,13.2,3.6,Fruiting,Deficient,Balanced,2.194,0.0
42.1,25.2,0.365,5.4,4.8,21.0,7.8,Fruiting,Deficient,Balanced,3.164,0.0
53.1,25.9,0.53,6.8,0.6,25.2,3.0,Fruiting,Deficient,Balanced,10.862,0.0
69.4,26.5,0.188,5.9,6.0,6.6,9.0,Fruiting,Deficient,Deficient,2.017,5.332
46.3,21.1,1.098,6.7,2.4,40.2,1.8,Fruiting,Deficient,Balanced,7.046,0.0
46.1,21.0,0.069,3.2,2.4,30.0,9.0,Fruiting,Deficient,Balanced,0.013,0.0
38.1,23.8,0.412,3.5,4.8,21.0,8.4,Fruiting,Deficient,Balanced,0.025,0.0
59.0,22.7,1.021,8.3,2.4,27.6,6.6,Fruiting,Deficient,Balanced,0.28,0.0
57.1,25.6,0.667,6.9,3.6,51.6,11.4,Fruiting,Deficient,Balanced,6.346,0.0
30.8,22.2,0.163,4.7,3.6,16.8,1.8,Fruiting,Deficient,Balanced,1.211,0.0
48.0,22.9,1.281,6.2,3.6,39.0,6.0,Fruiting,Deficient,Balanced,5.22,0.0
76.6,24.3,0.379,4.6,3.6,61.2,6.0,Fruiting,Deficient,Balanced,0.899,0.0
69.0,23.9,0.338,5.4,3.0,18.0,10.8,Fruiting,Deficient,Balanced,4.417,0.0
60.4,21.3,1.144,5.7,4.2,26.4,6.6,Fruiting,Deficient,Balanced,3.602,0.0
69.8,23.5,0.037,8.8,5.4,33.0,10.2,Fruiting,Deficient,Balanced,0.029,0.0
58.0,25.8,0.849,5.3,5.4,39.0,2.4,Fruiting,Deficient,Balanced,1.97,0.0
38.5,26.8,0.681,5.6,1.2,44.4,6.0,Fruiting,Deficient,Balanced,6.337,0.0
62.8,26.9,1.068,5.2,0.6,57.0,7.8,Fruiting,Deficient,Balanced,3.292,0.0
61.3,21.6,0.785,3.2,6.0,15.0,5.4,Fruiting,Deficient,Balanced,0.005,0.0
30.1,21.8,0.742,4.8,3.0,11.4,0.6,Fruiting,Deficient,Balanced,1.339,0.0
79.1,22.2,0.244,8.6,4.8,0.6,1.8,Fruiting,Balanced,Deficient,0.0,1.007
73.3,22.3,1.165,7.1,4.8,44.4,1.8,Fruiting,Deficient,Balanced,3.247,0.0
35.5,24.6,1.014,9.0,1.2,45.6,8.4,Fruiting,Deficient,Balanced,0.015,0.0
67.0,24.8,0.681,8.5,6.0,48.6,,Fruiting,Deficient,Balanced,0.074,0.0
42.9,19.6,1.029,8.3,6.0,58.2,1.8,Fruiting,Deficient,Balanced,0.137,0.0
49.9,22.5,0.295,8.4,1.8,4.8,8.4,Fruiting,Balanced,Deficient,0.0,0.84
45.9,26.5,0.62,8.7,0.0,30.6,6.0,Fruiting,Deficient,Balanced,0.088,0.0
41.2,22.6,1.02,6.2,0.6,52.2,5.4,Fruiting,Deficient,Balanced,9.06,0.0
62.8,21.3,0.301,4.6,4.8,20.4,2.4,Fruiting,Deficient,Balanced,0.735,0.0
69.7,26.7,0.314,5.6,1.2,6.6,3.0,Fruiting,Deficient,Deficient,5.79,3.603
51.5,19.5,1.273,3.7,1.2,47.4,6.6,Fruiting,Deficient,Balanced,0.062,0.0
50.0,22.2,0.453,5.9,5.4,43.8,12.0,Fruiting,Deficient,Balanced,4.521,0.0
50.6,25.5,1.283,3.2,3.0,46.8,8.4,Fruiting,Deficient,Balanced,0.007,0.0
43.9,24.0,1.297,4.2,3.6,26.4,3.0,Fruiting,Deficient,Balanced,0.209,0.0
49.5,22.6,0.511,8.5,4.8,55.2,5.4,Fruiting,Deficient,Balanced,0.107,0.0
76.2,20.9,1.203,6.5,3.0,8.4,13.8,Fruiting,Deficient,Balanced,6.351,0.0
72.6,26.2,1.487,8.0,4.8,20.4,4.2,Fruiting,Deficient,Balanced,0.391,0.0
68.1,26.0,1.103,3.1,4.2,24.0,0.0,Fruiting,Deficient,Balanced,0.004,0.0
68.0,20.4,1.457,4.0,4.8,46.8,12.0,Fruiting,Deficient,Balanced,0.084,0.0
39.7,24.0,0.897,3.9,4.8,16.8,7.2,Fruiting,Deficient,Balanced,0.083,0.0
